Song,Artist,State,Lat,Long,Song_Release_Year,Song_Release_Month
Guess Who's Back,"['Scarface', 'JAY-Z', 'Beanie Sigel']",Texas,30.0,-97.0,2002,November
MIDDLE CHILD,['J. Cole'],North Carolina,35.0,79.0,2019,January
Godzilla (feat. Juice WRLD),"['Eminem', 'Juice WRLD']",Michigan,42.0,-84.0,2020,January
Crazy Rap (Colt 45 & 2 Zig Zags),['Afroman'],California,37.0,120.0,2001,August
Rolling in the Deep,['Adele'],England,51.0,-0.0,2010,11
Love In The Dark,['Adele'],England,51.509865,-0.118092,2015,October
Easy On Me,['Adele'],United Kingdom,51.5074,-0.1278,2021,October
Father Stretch My Hands Pt. 1,['Kanye West'],Illinois,41.0,-89.0,2016,April
Hell Of A Life,['Kanye West'],Illinois,41.0,87.0,2010,September
Jungle - Remix,"['X Ambassadors', 'Jamie N Commons', 'JAY-Z']",New York,42.0,75.0,2015,May
Pompeii,['Bastille'],United Kingdom,51.0,-0.0,2013,February
Hey Brother,['Avicii'],Sweden,63.0,16.0,2013,September
Solo Dolo Part II,"['Kid Cudi', 'Kendrick Lamar']",Ohio,41.0,-82.0,2009,December
Erase Me - Main,"['Kid Cudi', 'Kanye West']",Ohio,41.0,82.0,2010,August
RAPSTAR,['Polo G'],Illinois,40.0,89.0,2021,April
The Recipe (Black Hippy Remix) - Bonus Track,"['Kendrick Lamar', 'Dr. Dre']",California,34.0,-118.0,2012,July
The Recipe - Bonus Track,"['Kendrick Lamar', 'Dr. Dre']",California,33.0,-118.0,2012,July
Feelin' Like Tunechi,"['Lil Wayne', 'Rich The Kid']",Louisiana,30.0,91.0,2009,April
Uproar,"['Lil Wayne', 'Swizz Beatz']",Louisiana,31.0,-92.0,2018,September
POWER,['Kanye West'],Illinois,41.0,-87.0,2010,September
Show Out (with Skepta & Pop Smoke),"['Kid Cudi', 'Skepta', 'Pop Smoke']",Ohio,41.0,82.0,2020,December
LEMONHEAD (feat. 42 Dugg),"['Tyler, The Creator', '42 Dugg']",California,34.0,-118.0,2021,March
Ocean Man,['Ween'],Pennsylvania,40.0,-77.0,1997,May
Still Not a Player (feat. Joe),"['Big Pun', 'Joe']",New York,40.0,-74.0,1998,April
I Lived,['OneRepublic'],Colorado,39.0,-105.0,2014,September
The Motto,"['Drake', 'Lil Wayne']",Canada,43.0,79.0,2011,November
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","['Jack Harlow', 'Tory Lanez', 'DaBaby', 'Lil Wayne']",Kentucky,-37.5,85.3,2020,April
Exhibit C,['Jay Electronica'],Louisiana,30.0,-91.0,2009,December
Headlock,"['Lil Wayne', 'Rich The Kid']",Louisiana,31.0,-92.0,2007,October
"Bitch, Don’t Kill My Vibe - Remix","['Kendrick Lamar', 'JAY-Z']",California,33.0,-118.0,2013,March
With A Little Help From My Friends - Remastered 2009,['The Beatles'],England,53.0,-2.0,1967,April
Part I: Not Enough Mama,['Horace Silver Quintet'],Jamaica,18.0,-77.0,1967,October
Just Dropped In (To See What Condition My Condition Was In),['Sharon Jones & The Dap-Kings'],Georgia,33.0,-83.0,2010,January
Next To You,['The Police'],England,51.0,-1.0,1980,June
It's A New Day,['Skull Snaps'],New York,44.0,-74.0,1973,September
Miracle of the Fishes,['Wayne Shorter'],USA,40.0,-100.0,1995,January
Beauty and the Beast,['Wayne Shorter'],New Jersey,40.0,74.0,1967,February
Ponta de Areia,['Wayne Shorter'],Brazil,-15.0,-55.0,1974,May
Stardust,"['Gerry Mulligan', 'Chet Baker']",'Pennsylvania',0,0,N/A,N/A
A Milli,['Lil Wayne'],Louisiana,30.0,-91.0,'2008','June'
Famous,['Kanye West'],Illinois,41.0,-87.0,'2007','September'
Love Game,"['Eminem', 'Kendrick Lamar']",Michigan,43.0,-84.0,2013,October
You Can't Hurry Love,['The Supremes'],Michigan,42.0,-83.0,1966,August
The Rubberband Man,['The Spinners'],Michigan,42.0,84.0,1976,November
(What A) Wonderful World,['Sam Cooke'],Illinois,41.0,87.0,1960,February
Please Mr. Postman - Single Version / Mono,['The Marvelettes'],Michigan,42.0,-84.0,1961,December
Move on Up - Extended Version,['Curtis Mayfield'],Illinois,41.0,87.0,1971,September
Crazy,['Gnarls Barkley'],Georgia,33.0,-84.0,2006,April
Jail pt 2,['Kanye West'],Illinois,41.0,-87.0,2021,September
I Wish I Knew How It Would Feel to Be Free,['Nina Simone'],United States,32.0,-86.0,'1967','September'
Livin' for You,['Al Green'],Tennessee,35.0,-86.0,1973,April
Stand by Me,['Otis Redding'],Georgia,33.0,83.0,1967,April
Ooo Baby Baby,['Smokey Robinson & The Miracles'],Michigan,44.0,-85.0,1965,May
Mess Around,['Ray Charles'],Georgia,33.0,-84.0,1953,September
Lonely (with Lil Wayne),"['DaBaby', 'Lil Wayne']",North Carolina,35.0,-80.0,2019,December
I Say a Little Prayer,['Aretha Franklin'],Michigan,42.0,-83.0,1968,September
What's Going On - Live,['Donny Hathaway'],Illinois,41.8781,87.6298,1972,May
September,"['Earth, Wind & Fire']",United States,38.0,-97.0,1978,September
Forever,"['Drake', 'Kanye West', 'Lil Wayne', 'Eminem']",Canada,44.0,-79.0,2009,September
0 To 100 / The Catch Up,['Drake'],Canada,45.0,75.0,2014,July
Gotta Have It,"['JAY-Z', 'Kanye West']",New York,40.0,-74.0,2011,August
Jail,['Kanye West'],Illinois,41.0,-87.0,2019,September
"1Train (feat. Kendrick Lamar, Joey Bada$$, Yelawolf, Danny Brown, Action Bronson & Big K.R.I.T.)","['A$AP Rocky', 'Kendrick Lamar', 'Joey Bada$$', 'Yelawolf', 'Danny Brown', 'Action Bronson', 'Big K.R.I.T.']",New York,40.0,74.0,2012,August
Off Deez (with J. Cole),"['JID', 'J. Cole']",Georgia,33.0,-83.0,2018,November
Ghost Town,"['Kanye West', 'PARTYNEXTDOOR']",Illinois,41.0,-87.0,2015,"""April"""
It Might As Well Be Spring,['Woody Shaw'],New Jersey,40.0,-74.0,1982,April
Blue Notes,['Meek Mill'],Pennsylvania,39.0,-77.0,2016,September
The View From The Afternoon,['Arctic Monkeys'],United Kingdom,53.0,-1.0,2006,'April'
Plush - 2017 Remaster,['Stone Temple Pilots'],California,34.0,-118.0,2017,December
BLIND (feat. Young Thug),"['DaBaby', 'Young Thug']",North Carolina,35.0,-80.0,2019,July
Yes Indeed,"['Lil Baby', 'Drake']",Georgia,33.0,83.0,2018,May
Dirt Off Your Shoulder,['JAY-Z'],New York,40.0,74.0,2003,April
Ok Ok pt 2,['Kanye West'],Illinois,41.0,-88.0,2005,September
Junya,['Kanye West'],Illinois,41.0,87.0,2021,June
Hurricane,['Kanye West'],Illinois,40.0,-89.0,2013,August
"King's Dead (with Kendrick Lamar, Future & James Blake)","['Jay Rock', 'Kendrick Lamar', 'Future', 'James Blake']",California,33.0,-118.0,2018,February
One Night,['Lil Yachty'],Georgia,33.0,-84.0,2016,August
Rigamortus,['Kendrick Lamar'],California,33.0,-118.0,2011,January
Chaining Day,['J. Cole'],North Carolina,35.0,-80.0,2013,July
Walker Texas Ranger,['DaBaby'],North Carolina,35.0,-80.0,2020,June
BOP,['DaBaby'],North Carolina,35.0,-80.0,2020,March
Baby Sitter (feat. Offset),"['DaBaby', 'Offset']",North Carolina,35.0,-80.0,2019,September
papercuts,['mgk'],Ohio,41.0,-81.0,2021,March
Así Soy,['Santa Fe Klan'],Mexico,22.0,-102.0,2019,February
Roll in Peace (feat. XXXTENTACION),"['Kodak Black', 'XXXTENTACION']",Florida,27.0,81.0,2017,October
Moonlight,['XXXTENTACION'],Florida,28.0,81.0,2018,March
Jocelyn Flores,['XXXTENTACION'],Florida,30.0,84.0,2018,January
Everybody Dies In Their Nightmares,['XXXTENTACION'],Florida,10.0,81.0,2018,January
Drip Too Hard (Lil Baby & Gunna),"['Lil Baby', 'Gunna']",Georgia,33.0,-83.0,2018,October
Try a Little Tenderness,['Otis Redding'],Georgia,32.0,83.0,1966,May
Pusherman,['Curtis Mayfield'],Illinois,-41.8781,-87.6298,1972,June
So Appalled,"['Kanye West', 'JAY-Z', 'Pusha T', 'CyHi', 'Swizz Beatz', 'RZA']",Illinois,41.0,-87.0,2010,September
Money In The Grave (Drake ft. Rick Ross),"['Drake', 'Rick Ross']",Canada,43.0,-79.0,2019,June
"Sugar, We're Goin Down",['Fall Out Boy'],Illinois,41.0,-87.0,2005,July
Skew It on the Bar-B (feat. Raekwon),"['Outkast', 'Raekwon']",Georgia,33.749,-84.388,1998,September
Rosa Parks,['Outkast'],Georgia,33.0,-84.0,'1998','October'
SIR BAUDELAIRE (feat. DJ Drama),"['Tyler, The Creator', 'DJ Drama']",California,34.0,-118.0,2021,July
CORSO,"['Tyler, The Creator']",California,34.0,-118.0,2021,July
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"['Tyler, The Creator', 'YoungBoy Never Broke Again', 'Ty Dolla $ign']",California,38.0,-120.0,2021,July
LUMBERJACK,"['Tyler, The Creator']",California,33.0,-118.0,2021,September
HOT WIND BLOWS (feat. Lil Wayne),"['Tyler, The Creator', 'Lil Wayne']",California,36.0,-119.0,2021,May
MASSA,"['Tyler, The Creator']",California,34.0,118.0,299,-118
RUNITUP (feat. Teezo Touchdown),"['Tyler, The Creator', 'Teezo Touchdown']",California,33.0,-118.0,2021,September
MANIFESTO (feat. Domo Genesis),"['Tyler, The Creator', 'Domo Genesis']",California,33.0,-118.0,2011,February
SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),"['Tyler, The Creator', 'Brent Faiyaz', 'Fana Hues']",California,34.0,118.0,2021,June
MOMMA TALK,"['Tyler, The Creator']",California,34.0,118.0,2021,March
RISE! (feat. DAISY WORLD),"['Tyler, The Creator', 'DAISY WORLD']",California,33.7701,-118.1937,2021,April
BLESSED,"['Tyler, The Creator']",USA,34.0,-118.0,2015,September
WILSHIRE,"['Tyler, The Creator']",California,34.0,-118.0,2019,April
SAFARI,"['Tyler, The Creator']",California,33.0,-118.0,2009,August
La Cumbancha,['Barbarito Diez'],Cuba,23.0,-82.0,1969,January
SYLVIA (feat. 2forwOyNE),"['Jack Harlow', '2forwOyNE']",Kentucky,-38.0305,-84.5034,2020,September
It Was A Good Day,['Ice Cube'],California,36.0,-119.0,1993,January
Dear Mama,['2Pac'],California,36.0,-119.0,1995,April
Fuck All Y'All,['2Pac'],California,34.0,-118.0,1996,February
"What's Life - From ""Liberated / Music For the Movement Vol. 3""","['Cordae', 'Common']",Maryland,39.0,-77.0,2020,August
l e t . g o . m y . h a n d (with Bas & 6LACK),"['J. Cole', 'Bas', '6LACK']",North Carolina,35.0,-80.0,2018,April
If I Ruled The World - Live At Dallas Memorial Auditorium / 1968,['James Brown'],Texas,32.0,-97.0,1968,October
Hipocrita,['Bienvenido Granda'],Cuba,23.0,-82.0,1955,September
Manhatã - Ao Vivo Em Nova York / 2019,"['Caetano Veloso', 'Ivan Sacerdote']",Brazil,22.0,-43.0,2019,September
Kogi,['Jacob Mann Big Band'],California,36.0,-119.0,2021,October
Menina Flor,['Luiz Bonfá'],Brazil,-15.0,-47.0,1970,August
Darling Dear,['The Jackson 5'],Indiana,39.0,-86.0,1970,January
Mr. Invisible,['Thank You Scientist'],New Jersey,40.0,74.0,2016,June
Cheek To Cheek,"['Ella Fitzgerald', 'Louis Armstrong']",Virginia,37.0,-78.0,1956,September
Adrienne & Adrianne,['Vulfpeck'],Michigan,42.0,-85.0,2011,July
Meditate (feat. J.I.D.),"['EARTHGANG', 'JID']",Georgia,33.0,-83.0,2019,September
Nah Nah Nah (feat. DaBaby & 2 Chainz) - Remix,"['Kanye West', 'DaBaby', '2 Chainz']",Illinois,41.0,-87.0,'2020','October'
Ain't That Funkin' Kinda Hard on You? - We Ain't Neva Gonna Stop Remix,"['Funkadelic', 'Kendrick Lamar', 'Ice Cube']",Michigan,42.0,84.0,2015,March
Kid Charlemagne,['Steely Dan'],California,38.0,-120.0,1976,July
"Paint It, Black",['The Rolling Stones'],England,51.0,-0.0,1966,May
Time Travelin' (A Tribute To Fela),"['Common', 'Vinia Mojica', 'Roy Hargrove', 'Femi Kuti']",Illinois,41.0,-87.0,2000,October
"Mercy, Mercy, Mercy",['Cannonball Adderley'],Florida,30.0,84.0,1966,September
Maybe Tomorrow,['Grant Green'],New York,44.0,75.0,1967,September
Montara,['Bobby Hutcherson'],California,37.0,-122.0,1969,March
Chanson,['Art Farmer'],I'm sorry,0,0,N/A,N/A
Quiet Nights Of Quiet Stars (Corcovado),['Oscar Peterson Trio'],Canada,45.0,-75.0,1965,April
Life Is Better,"['Q-Tip', 'Norah Jones']",New York,40.0,74.0,2008,November
Aquemini,['Outkast'],Georgia,33.0,84.0,1998,September
Life is Beautiful,['Lil Peep'],California,35.0,-119.0,2015,August
"Cello Suite No. 1 in G Major, BWV 1007: II. Allemande","['Johann Sebastian Bach', 'Yo-Yo Ma']",Germany,51.0,9.0,1717,May
Come Through and Chill (feat. J. Cole & Salaam Remi),"['Miguel', 'J. Cole', 'Salaam Remi']",California,34.0,-118.0,2018,April
Fever,['Peggy Lee'],North Dakota,47.0,100.0,1958,April
Give Back What You Stole from Me,['Oscar Jerome'],United Kingdom,51.0,-0.0,2020,August
Smoke Rings,['Sam Cooke'],Mississippi,33.0,-90.0,1961,December
FOR MY PEOPLE,['Joey Bada$$'],New York,40.0,-74.0,2017,January
All My Days,['Alexi Murdoch'],Scotland,56.0,-4.0,2006,May
Tossin' My Troubles,['Próxima Parada'],California,36.0,-119.0,2019,October
City Music,['Kevin Morby'],Missouri,38.0,-92.0,2017,June
When It Was Wrong,['The California Honeydrops'],California,37.0,-120.0,2015,March
Put You On,['Anderson .Paak'],California,34.0,-118.0,2016,October
Inner City Blues (Make Me Wanna Holler),['Marvin Gaye'],Washington,38.9072,-77.0369,'1971','June'
Crossfire / So Into You,['Nai Palm'],Australia,-25.0,135.0,2017,July
Dad's Interlude: WELCOME (feat. Bishop Paul S. Morton),"['PJ Morton', 'Bishop Paul S. Morton, Sr.']",Louisiana,30.0,92.0,2021,September
Thang (hips),['Esperanza Spalding'],Oregon,45.0,122.0,2017,September
Nineteen,['Rob Araujo'],California,38.0,-119.0,2021,July
Wait for the Moment,['Vulfpeck'],Michigan,42.2808,-83.743,2014,September
Self,['Noname'],Illinois,41.0,-87.0,2016,September
Too Far Too Fast,"['Brasstracks', 'Thirdstory']",New York,40.0,-74.0,2018,June
Easy Living,['Billie Holiday'],Maryland,0,0,N/A,N/A
You Send Me,['Sam Cooke'],Illinois,41.0,87.0,1957,January
"Theme From New York, New York",['Frank Sinatra'],New Jersey,40.0,74.0,1980,May
Out Of This World,['John Coltrane Quartet'],North Carolina,36.0,-79.0,'1962','February'
Have a Cigar,['Pink Floyd'],England,51.5074,-0.1278,1975,June
Them Changes,['Thundercat'],California,35.0,119.0,2015,July
American Privilege,['Allen Stone'],Washington,47.0,122.0,2019,September
Sour Candy,['Melt'],South Korea,37.0,127.0,2021,October
"You, Dear",['Eloise'],Jamaica,17.0,77.0,2022,January
"Collide - From ""Queen & Slim: The Soundtrack""","['Tiana Major9', 'EARTHGANG']",England,51.0,0.0,2019,November
Soft Parade,['Vulfpeck'],Michigan,42.0,84.0,2018,July
Doubt (feat. Wretch 32),"['Samm Henshaw', 'Wretch 32']",England,51.0,0.0,2015,September
Polly,['Moses Sumney'],California,33.0,-118.0,2016,July
Grows Old,['Thirdstory'],New York,40.0,-74.0,2015,March
Pines of Rome,"['Ottorino Respighi', 'New York Philharmonic', 'Alan Gilbert']",Italy,41.0,12.0,1924,January
Wouldn't Mean A Thing,['Bruno Major'],United Kingdom,51.0,-0.0,2017,July
Love Is a Beautiful Thing,"['Vulfpeck', 'Theo Katzman', 'Monica Martin']",Michigan,42.0,-84.0,2015,April
The Grid,['Philip Glass'],New York,40.0,74.0,1981,October
Addicted - Acoustic,['Jovan Perez'],California,34.0,-118.0,2020,August
Hot Shower,"['Chance the Rapper', 'MadeinTYO', 'DaBaby']",Illinois,41.0,87.0,2019,July
Nebaluyo (feat. Oumou Sangaré),"['Jacob Collier', 'Oumou Sangaré']",England,51.0,-0.0,2022,May
SUPERPOSITION,"['Daniel Caesar', 'John Mayer']",Canada,43.0,-79.0,2018,August
RESTORE THE FEELING,"['Daniel Caesar', 'Sean Leon', 'Jacob Collier']",Canada,43.0,-79.0,2019,July
OPEN UP,['Daniel Caesar'],Canada,43.0,-79.0,2021,September
FRONTAL LOBE MUZIK,"['Daniel Caesar', 'Pharrell Williams']",Canada,43.0,-79.0,'2014','August'
LOVE AGAIN,"['Daniel Caesar', 'Brandy']",Ontario,43.0,-79.0,2016,August
ENTROPY,['Daniel Caesar'],Canada,43.0,-79.0,'2014','June'
We Find Love,['Daniel Caesar'],Canada,43.7417,79.3733,2017,August
Sir Duke,['Stevie Wonder'],Michigan,42.0,85.0,1977,April
Cigarettes On Patios,['BabyJake'],Florida,27.0,81.0,2020,April
It Don't Matter (feat. JoJo),"['Jacob Collier', 'JoJo']",England,51.0,-0.0,2020,August
Playa Playa,"[""D'Angelo""]",United States,40.7128,-74.006,'2000','July'
Devil's Pie,"[""D'Angelo""]",Virginia,-37.0,-78.0,1999,January
Left And Right,"[""D'Angelo"", 'Redman', 'Method Man']",Virginia,37.0,-78.0,2000,June
The Line,"[""D'Angelo""]",Virginia,37.0,-79.0,2000,January
Send It On,"[""D'Angelo""]",Virginia,37.0,-77.0,2000,August
Chicken Grease,"[""D'Angelo""]",Virginia,37.0,79.0,1995,July
The Root,"[""D'Angelo""]",Pennsylvania,41.0,-77.0,2015,January
Spanish Joint,"[""D'Angelo""]",United States,0,0,N/A,N/A
Feel Like Makin' Love,"[""D'Angelo""]",Virginia,37.0,79.0,2000,July
Greatdayndamornin'/Booty,"[""D'Angelo""]",Virginia,37.0,79.0,2000,January
Untitled (How Does It Feel),"[""D'Angelo""]",Virginia,37.0,79.0,2000,'January'
Africa,"[""D'Angelo""]",United States,37.0,-95.0,1995,March
Moon River,['Jacob Collier'],United Kingdom,51.0,-0.0,2019,March
Vegas Lights,['Panic! At The Disco'],Nevada,36.0,-115.0,2013,September
Girl That You Love,['Panic! At The Disco'],Nevada,39.0,118.0,2013,July
Nicotine,['Panic! At The Disco'],Nevada,39.0,-116.0,2019,January
Girls / Girls / Boys,['Panic! At The Disco'],Nevada,39.0,-119.0,2013,September
Casual Affair,['Panic! At The Disco'],Nevada,36.0,115.0,2013,July
Far Too Young to Die,['Panic! At The Disco'],Nevada,36.0,-115.0,2013,August
Collar Full,['Panic! At The Disco'],Nevada,38.0,-117.0,2013,May
The End of All Things,['Panic! At The Disco'],Nevada,36.0,-115.0,2013,January
Introduction,['Panic! At The Disco'],Nevada,39.1638,-119.7674,2006,April
Intermission,['Blur'],England,51.5074,0.1278,1993,July
"There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet",['Panic! At The Disco'],Nevada,-47.2412,-116.4723,2005,November
Wild Fire,['Laura Marling'],England,51.509865,-0.118092,2017,March
Nouel,['Laura Marling'],United Kingdom,51.0,0.0,2015,March
Soothing - Live,['Laura Marling'],England,51.0,0.0,2015,September
The Valley - Live,['Laura Marling'],England,51.0,0.0,2010,March
Wild Fire - Live,['Laura Marling'],United Kingdom,0,0,N/A,N/A
Don’t Pass Me By - Live,['Laura Marling'],England,51.5074,-0.1278,2020,April
Always This Way - Live,['Laura Marling'],England,51.0,0.0,2018,December
Wild Once - Live,['Laura Marling'],England,51.0,0.0,2017,September
Next Time - Alternative Version / Live,['Laura Marling'],England,51.0,-0.13,2021,June
Nouel - Live,['Laura Marling'],England,51.0,0.0,2020,April
"Nothing, Not Nearly - Live",['Laura Marling'],United Kingdom,51.5074,-0.1278,2010,October
What Are You Thinking Of?,['Ethan Gruska'],California,34.0,-118.0,2019,January
Shoo-Be-Doo-Be-Doo-Da-Day,['Stevie Wonder'],Michigan,42.0,-83.0,1968,March
I Wanna Make Her Love Me,['Stevie Wonder'],Michigan,42.0,84.0,1963,October
I'm More Than Happy (I'm Satisfied),['Stevie Wonder'],Michigan,42.0,-84.0,1964,November
I Don't Know Why,['Stevie Wonder'],Michigan,42.0,84.0,1971,August
Sunny,['Stevie Wonder'],Michigan,42.0,-83.0,1966,September
I'd Be A Fool Right Now,['Stevie Wonder'],Michigan,42.0,84.0,1962,July
Ain't No Lovin',['Stevie Wonder'],Michigan,42.0,-84.0,1966,June
God Bless The Child,['Stevie Wonder'],Michigan,42.0,84.0,1985,March
Do I Love Her,['Stevie Wonder'],Michigan,42.0,-83.0,1966,March
The House On The Hill,['Stevie Wonder'],Michigan,42.0,-84.0,2020,August
It Don't Mean A Thing (If It Ain't Got That Swing),['Duke Ellington Orchestra'],New York,39.0,77.0,1932,February
For Once In My Life,['Stevie Wonder'],Michigan,42.0,83.0,1968,October
Theme For Lester Young,['Charles Mingus'],California,38.0,-120.0,1959,January
Planet Earth II Suite,"['Jacob Shea', 'Hans Zimmer', 'Jasha Klebe']",United Kingdom,52.0,1.0,2016,October
Early Morning Fog,"['Jacob Shea', 'Jasha Klebe']",England,53.0,-1.0,2019,September
Roof of the World,"['Jacob Shea', 'Jasha Klebe']",England,51.0,-0.25,2014,April
Peaks of North America,"['Jacob Shea', 'Jasha Klebe']",Canada,70.0,95.0,2020,February
Flight Over Alps,"['Jacob Shea', 'Jasha Klebe']",England,51.5074,0.1278,2013,July
Ice Skating Flamingos,"['Jacob Shea', 'Jasha Klebe']",South Africa,-29.0,24.0,2018,January
Garden of Ice,"['Jacob Shea', 'Jasha Klebe']",United Kingdom,51.0,0.0,2019,January
Snow Leopards,"['Jacob Shea', 'Jasha Klebe']",England,51.0,0.0,2020,1
Não Faz Sentido,['MARO'],Portugal,38.0,-9.0,2021,March
O Que Será de Ti,['MARO'],Portugal,38.0,8.0,2019,June
Porquê,['MARO'],Portugal,39.0,-8.0,2021,April
Not Ready to Say Goodbye,"['MARO', 'Lisa Oduor-Noah']",Japan,-36.2048,138.2529,2014,June
Conversas Com a Lua,"['MARO', 'Tó Brandileone']",Brazil,-10.0,-55.0,2021,September
Here Comes The Sun (feat. dodie),"['Jacob Collier', 'dodie']",England,51.5074,-0.1278,2019,September
Homicide,"['Logic', 'Eminem']",Maryland,39.0,-77.0,2019,April
Deep In It,['Marvin Gaye'],California,33.0,-118.0,1982,June
ABC,['The Jackson 5'],Indiana,38.0,-86.0,1970,February
T-Pain Mashup (with Kurt Hugo Schneider),"['T-Pain', 'Kurt Hugo Schneider']",Florida,28.0,81.0,2010,August
Half of the Way,"['Vulfpeck', 'Theo Katzman']",Michigan,42.0,84.0,2017,June
Darwin Derby,"['Vulfpeck', 'Theo Katzman', 'Antwaun Stanley']",Michigan,44.0,85.0,2016,September
Lonely Town,"['Vulfpeck', 'Theo Katzman']",Michigan,0,0,N/A,N/A
For Survival,"['Vulfpeck', 'Mike Viola']",Michigan,42.0,-85.0,2017,October
Lost My Treble Long Ago,['Vulfpeck'],Michigan,42.0,-85.0,2014,March
Disco Ulysses (Instrumental),['Vulfpeck'],Michigan,42.0,84.0,2014,January
The Cup Stacker,['Vulfpeck'],Michigan,43.0,-84.0,2013,September
It Gets Funkier IV,"['Vulfpeck', 'Louis Cole']",Michigan,42.0,-84.0,2017,March
Who Hurt You?,['Daniel Caesar'],Canada,43.0,-79.0,2019,January
Right Back,['Khalid'],Georgia,33.0,83.0,2019,May
Outta My Head (with John Mayer),"['Khalid', 'John Mayer']",Georgia,33.0,83.0,2019,July
rockstar (feat. 21 Savage),"['Post Malone', '21 Savage']",Texas,29.0,-99.0,2017,September
Jonestown (Interlude),['Post Malone'],Texas,29.0,-99.0,2016,September
Best Part (feat. H.E.R.),"['Daniel Caesar', 'H.E.R.']",Canada,43.0,79.0,2017,August
Freudian,['Daniel Caesar'],Canada,43.0,79.0,2017,August
Barracuda,['Heart'],Washington,47.0,-122.0,1977,September
Bohemian Trapsody,['Logic'],Maryland,39.0458,-76.6413,2019,April
Can I Kick It,"['Logic', 'Juto']",Maryland,39.0,-76.0,2017,April
Time Machine,['Logic'],Maryland,39.0,-77.0,2019,July
Supermarket,['Logic'],Maryland,38.0,-76.0,2019,April
Baby,['Logic'],Maryland,-38.0,-77.0,2017,February
By The Bridge,['Logic'],Maryland,39.0458,-76.6413,2014,April
Best Friend,['Logic'],Maryland,38.0,-76.0,2017,March
Lemon Drop,['Logic'],Maryland,39.0,-77.0,2020,March
Vacation From Myself,['Logic'],Maryland,39.0458,-76.6413,2006,August
DeLorean,['Logic'],Maryland,39.0,-77.0,'2014','October'
"Joey, Joey, Joey",['Leslie Odom Jr.'],New York,40.7128,-74.006,2021,September
Autumn Leaves,['Leslie Odom Jr.'],Pennsylvania,40.0,-77.0,2016,May
Brazil (Aquarela Do Brasil),['Leslie Odom Jr.'],Brazil,-10.0,-55.0,2020,August
Blue Hawaii,['Elvis Presley'],Mississippi,32.0,-90.0,1961,October
Almost Always True,['Elvis Presley'],Tennessee,36.0,86.0,1960,March
Aloha Oe,['Elvis Presley'],Tennessee,35.0,86.0,1958,July
No More,['Elvis Presley'],Mississippi,32.0,-90.0,1956,July
Rock-A-Hula Baby,['Elvis Presley'],Tennessee,35.0,-86.0,1961,November
Moonlight Swim,['Elvis Presley'],Tennessee,35.0,-86.0,1961,August
Ku-U-I-Po,['Elvis Presley'],Tennessee,36.0,-86.0,1961,June
Ito Eats,['Elvis Presley'],Tennessee,35.0,-86.0,'1956','July'
Slicin' Sand,['Elvis Presley'],Tennessee,36.0,-86.0,1964,July
Hawaiian Sunset,['Elvis Presley'],Tennessee,35.0,-90.0,1963,January
Beach Boy Blues,['Elvis Presley'],Tennessee,35.0,-86.0,1963,March
Island of Love,['Elvis Presley'],Tennessee,35.0,86.0,1962,August
Hawaiian Wedding Song,['Elvis Presley'],Hawaii,21.0,-157.0,1962,October
Can't Help Falling in Love,['Elvis Presley'],Tennessee,35.0,-86.0,1961,September
Aka Lingala Tè,"['Richard Bona', 'Mandekan Cubano']",Cameroon,4.0,12.0,2003,March
Bilongo,"['Richard Bona', 'Mandekan Cubano']",Cameroon,4.6126,13.1533,not provided,not provided
Cubaneando,"['Richard Bona', 'Mandekan Cubano']",Cameroon,5.0,12.0,'month',-
End Of The Road,['Boyz II Men'],Pennsylvania,40.9104,-77.7786,1992,August
Black Rose,['Eliza Rickman'],California,38.5816,-121.4944,2018,August
Devil's Flesh & Bones,['Eliza Rickman'],California,37.2502,-119.7513,2020,March
Over Cold Shoulders,['Eliza Rickman'],California,37.0,-120.0,2012,September
Through an Aquarium,['Eliza Rickman'],California,34.0,-118.0,2012,September
Cinnamon Bone,['Eliza Rickman'],California,33.7712,-118.188,2012,April
"O, You Sinners",['Eliza Rickman'],California,37.0,-120.0,2012,May
Pretty Little Head,['Eliza Rickman'],California,36.0,-119.0,2012,October
"Start with Goodbye, Stop with Hello",['Eliza Rickman'],California,34.0,-118.0,2012,March
White Words,['Eliza Rickman'],California,37.0,120.0,2010,February
Coming up Roses,['Eliza Rickman'],California,37.0,-120.0,2012,January
Into My Arms,['Eliza Rickman'],California,37.0,-122.0,2012,September
Chord Left,['Agnes Obel'],country: Denmark,56.0,10.0,2010,September
Fuel to Fire,['Agnes Obel'],Denmark,55.0,10.0,2013,May
Tokka,['Agnes Obel'],Denmark,56.0,10.0,2010,September
Smoke & Mirrors,['Agnes Obel'],Denmark,56.0,10.0,2014,January
The Sweetest Sounds,['Cécile McLorin Salvant'],France,48.0,2.0,2018,April
Trouble is a Man,['Cécile McLorin Salvant'],France,48.0,2.0,2013,September
Rhapsody in Blue - Live,"['George Gershwin', 'Leonard Bernstein', 'Los Angeles Philharmonic']",New York,39.0,74.0,1924,January
